2014-06-16, 0.0
2014-06-17, 4.75
2014-06-18, 3.0
2014-06-19, 1.0
2014-06-20, 1.75
2014-06-21, 0.0
2014-06-22, 0.0
2014-06-23, 4.0
2014-06-24, 4.25
2014-06-25, 4.16666666667
2014-06-26, 2.0
2014-06-27, 2.0
2014-06-28, 0.0
2014-06-29, 0.0
2014-06-30, 1.0
2014-07-01, 3.0
2014-07-02, 3.5
2014-07-03, 1.25
2014-07-04, 0.0
2014-07-05, 0.0
2014-07-06, 0.0
2014-07-07, 5.25
2014-07-08, 4.25
2014-07-09, 0.0
2014-07-10, 1.83333333333
2014-07-11, 2.0
2014-07-12, 0.0166666666667
2014-07-13, 2.25
2014-07-14, 3.25
2014-07-15, 4.16666666667
2014-07-16, 2.0
2014-07-17, 2.0
2014-07-18, 2.0
2014-07-19, 1.0
2014-07-20, 6.0
2014-07-21, 3.0
2014-07-22, 1.0
2014-07-23, 3.0
2014-07-24, 2.5
2014-07-25, 0.0
2014-07-26, 0.0
2014-07-27, 0.0
2014-07-28, 4.0
2014-07-29, 4.5
2014-07-30, 2.5
2014-07-31, 2.25
2014-08-01, 0.0
2014-08-02, 1.0
2014-08-03, 4.5
2014-08-04, 3.0
2014-08-05, 5.0
2014-08-06, 4.5
2014-08-07, 0.0
2014-08-08, 3.41666666667
2014-08-09, 2.75
2014-08-10, 2.33333333333
2014-08-11, 2.5
2014-08-12, 5.75
2014-08-13, 4.5
2014-08-14, 3.75
2014-08-15, 0.0
2014-08-16, 0.0
2014-08-17, 0.0
2014-08-18, 3.5
2014-08-19, 3.5
2014-08-20, 4.0
2014-08-21, 5.0
2014-08-22, 4.33333333333
2014-08-23, 1.0
2014-08-24, 1.5
